timestamp,open,high,low,close,volume
2021-10-21 15:15:00,129.4900,129.6000,129.3200,129.4150,178862
2021-10-21 15:10:00,129.2500,129.4900,129.2201,129.4890,214433
2021-10-21 15:05:00,129.3200,129.3600,129.1700,129.2699,213703
2021-10-21 15:00:00,129.3601,129.4700,129.2700,129.2900,187108
2021-10-21 14:55:00,129.5599,129.5600,129.3500,129.3600,225062
2021-10-21 14:50:00,129.6025,129.7000,129.5100,129.5400,186632
2021-10-21 14:45:00,129.7300,129.8600,129.5700,129.5898,224013
2021-10-21 14:40:00,129.6850,129.7600,129.6100,129.7110,219893
2021-10-21 14:35:00,129.4990,129.7000,129.4800,129.6900,261908
2021-10-21 14:30:00,129.1150,129.5100,129.1000,129.4900,288144
2021-10-21 14:25:00,129.3316,129.3639,129.0000,129.1150,220648
2021-10-21 14:20:00,129.0700,129.3700,129.0200,129.3300,234455
2021-10-21 14:15:00,128.9600,129.0900,128.9100,129.0700,206238
2021-10-21 14:10:00,129.0398,129.0700,128.8900,128.9402,201159
2021-10-21 14:05:00,129.0500,129.1200,128.8600,129.0417,285970
2021-10-21 14:00:00,129.2000,129.2200,128.9700,129.0450,297921
2021-10-21 13:55:00,129.1400,129.2500,129.1100,129.1900,186864
2021-10-21 13:50:00,129.2484,129.2800,129.1400,129.1400,200754
2021-10-21 13:45:00,129.3900,129.4700,129.2201,129.2350,194432
2021-10-21 13:40:00,129.4255,129.4400,129.1500,129.4200,304213
2021-10-21 13:35:00,129.4500,129.5000,129.2604,129.4250,304373
2021-10-21 13:30:00,129.6663,129.7700,129.3800,129.4450,325355
2021-10-21 13:25:00,129.7792,129.7792,129.5700,129.6700,221940
2021-10-21 13:20:00,129.8189,129.8300,129.6665,129.7650,253095
2021-10-21 13:15:00,129.8550,129.9900,129.7900,129.8050,329490
2021-10-21 13:10:00,129.8300,129.9101,129.7600,129.8600,288997
2021-10-21 13:05:00,130.0250,130.0400,129.8200,129.8300,332136
2021-10-21 13:00:00,130.0300,130.1200,129.9800,130.0250,330532
2021-10-21 12:55:00,130.1300,130.3000,130.0000,130.0200,464325
2021-10-21 12:50:00,130.1300,130.2150,130.1100,130.1300,235091
2021-10-21 12:45:00,130.0800,130.1800,130.0600,130.1300,249056
2021-10-21 12:40:00,130.0100,130.1100,129.9100,130.0800,281258
2021-10-21 12:35:00,130.3000,130.3700,130.0000,130.0100,336353
2021-10-21 12:30:00,130.0200,130.3624,130.0200,130.2900,402876
2021-10-21 12:25:00,130.0200,130.1500,129.9200,130.0100,445681
2021-10-21 12:20:00,130.0800,130.1000,130.0000,130.0225,409922
2021-10-21 12:15:00,130.1701,130.1940,130.0500,130.0800,201942
2021-10-21 12:10:00,130.2426,130.2700,130.0700,130.1850,371701
2021-10-21 12:05:00,130.3100,130.4200,130.2000,130.2300,339435
2021-10-21 12:00:00,130.3400,130.4600,130.2500,130.3200,314420
2021-10-21 11:55:00,130.6400,130.6700,130.3200,130.3400,411426
2021-10-21 11:50:00,130.6500,130.7000,130.5000,130.6600,327120
2021-10-21 11:45:00,130.7300,130.7400,130.5200,130.6449,341725
2021-10-21 11:40:00,130.8500,130.9400,130.6900,130.7200,363157
2021-10-21 11:35:00,130.9304,130.9900,130.8200,130.8500,259570
2021-10-21 11:30:00,131.1334,131.1650,130.8900,130.9301,439763
2021-10-21 11:25:00,131.0950,131.1900,131.0500,131.1200,199953
2021-10-21 11:20:00,131.3501,131.3501,131.0800,131.0950,260677
